title,genres,description
Call of the Wild: The Angler™,"Adventure, Casual, Simulation, Sports","Call of the Wild: The Angler is an open world fishing game that delivers the challenge of the catch and the freedom to explore. Play solo or with up to 11 friends and experience the thrill of finding and fighting Legendary fish species. Key features: • Find and fight a wide variety of fish species with behaviors influenced by various factors such as time of day, location, and your actions. • Immerse yourself in authentic fish fights. Learn about different species’ habits, preferences, and traits, and use your knowledge and skill to land the most elusive fish, the Legendaries. • Fish anywhere you like within the reserve. Relax and unwind in realistic natural settings inspired by some of the world’s most beautiful real-life locations. • Master different varieties of fishing techniques, including float fishing, lure spinning, and bottom fishing. • Choose from a wide range of rods, reels, tackles, and lures. Experiment with different combinations as you expand your inventory and grow in skill. • Fish, compete, and bond with up to 11 friends in online multiplayer, or relax in solo mode. • Select your preferred time of day to increase the chance of catching your target species. Choose whether to fish in the morning, day, evening, or night."
WRC 8 FIA World Rally Championship,"Racing, Simulation, Sports","The WRC championship is the most challenging motor racing competition in the world. With the new dynamic weather system, climatic conditions have true-to-life effects: rain and snowfall is now an important game feature as variable traction, different set-ups for each stage, tyre choice and shrewd use of the weather forecasting team all need to be considered. The single-player Career mode has been rebuilt from the ground up: calendar management, R&D to improve performance, staff recruitment and management (mechanics, engineers, medical and weather teams, finance manager, etc.). For multiplayer, weekly challenges and WRC eSports return, but the challenge and competition is now even stiffer. With 50 teams, 14 rallies and over 100 special stages in the 2019 season, WRC 8 has the deepest content ever included in an off-road racing game."
Liftoff®: Micro Drones,"Action, Racing, Simulation, Sports","Transform any urban space into an exhilarating aerial playground with this cutting-edge simulator dedicated to the micro drone class. Liftoff®: Micro Drones , the latest in the Liftoff® Drone Simulations series, is a love letter to the FPV community. This instalment builds upon previous successes, introducing enhanced graphics, a refined user interface, a dedicated drone and track editor, and an array of single and multiplayer game modes. Get ready for a next-level micro drone FPV experience!"
EZ2ON REBOOT : R,"Action, Casual, Sports","A rhythm-action game for everyone. 『EZ2ON REBOOT : R』 is a vertical rhythm-action game. Become a live performer of various songs. You have to press the key to complete the sound. The base game includes over 250 songs, the biggest in terms of volume in the franchise history. From old-time classics to unconventional twists on the existing genre, EZ2ON covers a broad range of musical tastes. ◆ Rhythm-action for everyone EZ2ON is designed to be an accessible rhythm-action game to the core. Anyone can easily adapt, groove to the music, and enjoy the gameplay. Why not give it a shot? Intuitive yet diverse styles of four key modes, 4K · 5K · 6K · 8K, are available. And each key mode provides four different difficulties per song, assisting the players in improving their skills. Does this kind of game feel a bit overwhelming? Or, are you familiar with other rhythm-action games? Start with 'BASIC' mode that everyone can enjoy without being stressed out. Do you want to know how skillful you are? Do you enjoy a more competitive experience? 'STANDARD' mode has much more strict timing requirements. On top of that, your skill is evaluated via Rating system. 'COURSE' mode is also available where you can play a sequence of songs non-stop. Each course is carefully curated and designed by the devs. ◆ Looking for some 'EZ2'? Glad you're in the right place. We have gathered everything in the franchise and put them into EZ2ON REBOOT : R. Remember the 99's hit 〈Stay〉? The infamous boss song from the 'EZ2ON REBOOT(2013)' 〈KAMUI 〉? Everything you loved is here with remastered audiovisual. Treat yourself to a 16:9 HD visual experience and a newly designed audio mix. You get instant access to the contents without any need for game progression. Buy it and play it. Simple as that. ◆ Is this your first time seeing 'EZ2'? Don't worry if you're not familiar with EZ2ON franchise. All the songs that you love are already here. Such as... 'Brain Power', 'PUPA', 'Air', 'MilK', 'The Formula', 'GOODTEK', 'METATRON', 'The Last Page', and more! ◆ Fully customizable gameplay Tons of game-related options are readily available. Discover your own optimal settings using the 'LIVE CONTROL' feature. Save the gameplay configuration and load it back anytime you want. For advanced players, NVIDIA Reflex and ASIO are also available. ◆ We play this game, make this game, love this game. We are highly experienced rhythm-action game developers from diverse professional backgrounds. But after all, we are just rhythm-action enthusiasts. EZ2ON TEAM plays the game on a daily basis not only for playtest purposes but also to just appreciate the experience. As rhythm-action game veterans with over 20 years of gaming experience, we deliver what we want to see in this game based on your feedback. Our journey has just begun. Join us here, 『EZ2ON REBOOT : R』."
Rushdown Revolt,"Action, Adventure, Indie, Sports","The most electric, combo centric, and expressive Free-to-Play platform fighter on Steam! Choose from 12 unique combatants and master our unique ""SPARK"" mechanic to pull off ELECTRIC combos! Hone your skills on the online ladder or play with up to 8 friends at a time! Online or locally! Known for its expressive, freeform combat and options for creative movement, Rushdown Revolt is a perfect mix of platform fighter and anime fighter gameplay! COMBATANTS: Style - Stance The Maiden of Chains, born in darkness, assassinates her enemies with Chain and Blade! Swap between her Chain and Blade stances for long reach or quick strikes! A master Reina player knows how to manipulate her two movesets to dominate the battlefield. Harness her dark arts by teleporting to thrown knives to reposition or get that next hit. Don't let your enemies sleep by switching up your own playstyle in the blink of an eye! Style - Balance The Scourge of The Seven Skies commands the battlefield with a healthy mixture of artillery, long reach, and burst movement! Summon a cannon ball from her skyship to aid in battle, or go on the offensive with her forward facing command dash! Charge her attacks to give additional hits and effects to her gunblade, granting her twice as many options for every situation! Style - Power Seth conjures the power of lightning to smite his foes in a flash! Lance in hand, he has range comparable to other weapon users, but is geared more towards power. Ride the lightning with pole vault drop kicks and angled dashes to close gaps and secure KOs. Similar to Ashani, his battery system stores charge and releases to enhance special moves! No where on the stage is safe from his super-charged bursts! Style - Tag-Team Ever wanted to play as two combatants at once? Now you can! Afigalu is what we call a ""Tag-Team'' fighter, meaning you control one of them at a time, while the other sits dormant. One soul, two bodies! Swap between them to volley your opponents from yourself to... yourself! Or pick up and throw the dormant one, only to swap to them midair! If you like managing two positions at once and setting up deadly mixups, Afi & Galu (Afigalu) is for you! Style - Zoner This intergalactic bounty hunter takes pride in his sharpshooting skills, boasting a wide array of projectiles to control space and snipe weak spots. Those who can micro-manage his ammo system will bring out his full potential. Let your personality shine in how you use his combination of close range combos and long range finishers! Intimidate the opposition with the big iron on your hip... Style - Rushdown If you have a burning desire for high octane gameplay, strap in and brace yourself for take-off with the Rocket-powered Rapscallion. Kidd has unique movement options that allow him to combo, chase opponents down, and stop them from recovering. Aerial mobility is where Kidd SHINES! Use his jetpack's fuel system to hover over enemies or carry them to the blast zone! Style - Rushdown With the highest run speed in the game, Ashani is your pick if you want to rush down your opponents with lightning fast mix-ups that lead into devastating finishers! Her battery system allows her to charge up power when dealing damage and release it during special moves for bursts of speed in any direction! Having one of the simpler movesets in the roster, she is perfect for both learning the game AND for showing off your skills! Style - Balance Harness the power of the Phoenix! With blade in hand, conquer the land AND sky with Zhurong's long reaching attacks and stylish aerial movement! Her specials moves allow her to reposition, zone, and KO with the elegance of an emperor! Master her unique red and blue stances to keep opponents guessing and cash in her Phoenix Feathers to unlock her full potential! Style - Power The Dragon's Wrath, Weishan, is the perfect mix of long range and devastating power. He wields a massive glave with a sweet spot on the tip, encouraging you to stay mindful of distance. Dragon's blood flowing through his veins allows him to sacrifice HP to enhance his special moves! When doing so, he emits a signature red glow, allowing him to control the ground with rising spikes, drift through the air with ease, or literally just explode! Style - Grappler She says it herself... DON'T. GET. GRABBED! Urdah is our premier grappler and her boastful warnings with a smile should not be taken lightly. We've loaded her kit with all the tools she'll need to scare you into blocking, only to remind you what she actually wants! From command grabs on the ground AND in the air, to anti-air seismic slams reminiscent of another giant grappler from across the pond... Urdah is your pick if you want to win confidence! (or expose your friends) Style - Zoner This Sylvan Sorceress uses magic and incantations, controlling the powers of an enchanted forest to battle her foes! Use a buffet of unique projectiles to keep opponents away as you set up dangerous traps! Summoning her plants is her main game plan. Bait your opponents into them to set up wicked combos!"
Rooftops & Alleys: The Parkour Game,"Indie, Simulation, Sports","Rooftops & Alleys is more than just a game about Parkour & Freerunning. It’s the adrenaline rush of landing an impossible trick combo, defying gravity, and feeling like you’re flying… until you crash face-first into a dark alley 30 meters below. In solo or with your friends, explore in total freedom massive-parkour-ready maps. Reach every corner of your playground to uncover hidden spots — time trials, trick challenges, and more! In multiplayer, dive into game modes like TAG, Capture the Flag, Trick Battles, or simply freeroam with your friends! Explore huge, unique, vertical parkour environments Discover, learn, and master every trick, move, and their endless combo possibilities Call on your pigeon to discover new areas, fast travel, and plan your routes Tons of challenges and game modes — solo or with friends (TAG, Capture the Flag, Trick Battles, and more) Unlock over 100 customization options for yourself and your pigeon Core Game Features: Parkour & Freerunning Intuitive Controls Tricking & Scoring System Singleplayer & Multiplayer Free Roam Time Trials Trick Challenges Level Editor Session Marker & Pin Dropper System (Pigeon) Multiple Maps Character Customization Third and First-Person Camera Ragdoll/Bail Button Slowmotion Button Dynamic Weather Time Of Day Settings Original in-game Music Replay Editor Photomode Multiplayer Features: Play with Friends (Invitational or Session Browser) TAG Game Mode (Up to 4 Players) Capture The Flag Game Mode (Up to 4 Players) Freeplay Game Mode (Up to 4 Players) Tricks Battle Game Mode (Up to 4 Players)"
Fight Crab 2,"Action, Indie, Sports, Early Access","Crab battles, more epic than ever before! Armor-clad humans mount immortal crabs in the world’s newest combat sport! Select a weapon loadout (one weapon for each claw, of course!), assume an advantageous fighting stance, and unleash crab-fueled chaos on opponents. Select from 20+ crabs with distinct attributes like weight, agility, grip strength, toughness and more! Dual-wield 70+ weapons, from basic swords, shields and projectile cannons to flaming spears, beam sabers, boxing gloves, and yo-yos Equip 40+ special passive and active abilities, such as auto-parrying, increased weapon durability, or illumination of nearby weapons Duke it out across multiple arena types like wide open desert landscapes, villages full of homes, floating sky platforms (don’t fall off!), basketball courts, and more. Use obstacles to your advantage - knock enemies into moving trains! Physics-Based Battles How do you defeat an immortal crab? Destroy its pride. Rack up damage against enemies to increase knockback power, then expose the enemy crab’s white underbelly by flipping them on their backs. Hold them down for a 3-count to achieve a wrestling-style victory. Each weapon has different attributes. Sharp-edged weapons like swords and spears deal more damage, while blunt-force objects like baseball bats deal more knockback. Simple and Advanced Controls Opt for simplified arcade style controls, or embrace the physics-based mayhem with dual-stick controlled claws like in the original Fight Crab. Left and right stick movements are matched on-screen with equivalent swings and thrusts in every direction (Fight Crab veterans, rejoice!) Crab Gauge Any damage received fills up the Crab Gauge. Fill it up and unleash tide-turning attacks including summoning assist animals, devastating long-range laser eyes, and much more! Career Mode - Scuttle Towards Greatness, Fame and Fortune In Career mode, nurture and train a crab into a ferocious fighter. Imitation crab won’t survive this gauntlet - get in the gym to level up, and fight for justice (and popularity) in multiple event modes. Defeat evil crabs, mischievous monsters, or put a stop to wild farm tractors with a mind of their own. Online Mode - Fight for the title of King Crab Face off in both casual and ranked matches, and create battle rooms with up to 5-player lobby waiting support. Message from the Developer It's been 3 years since Fight Crab, and neither physics-based combat nor playable crabs are all that surprising to see in video games nowadays. So this time, other than just trying to create something entirely novel, I'm aiming for a game that can be enjoyed forever. The core concept is to ""flip the opponent upside down"", so I've prepared as many weapons, spells, and skills I could think of to achieve that. And then I created an infinitely replayable singleplayer mode where players could earn them. Now you can mess around with friends in room matches, or be super competitive in ranked matches, or treat it as a singleplayer game and aim for a new personal high score. If you don't have any plans, you can queue for an online match while raising crabs in Career Mode at the same time. Then you could use your raised crabs to clear challenges. I believe that would make for a wonderful crab life. And in order to make this game one that can be enjoyed forever, I would like to hear everyone's thoughts and suggestions during Early Access, so please send us your feedback!"
Colin McRae Rally,"Racing, Sports","Hit the dirt in Colin McRae Rally - the classic off-road racing experience Colin McRae Rally features the car and track list from last year’s top selling mobile title and features THIRTY amazing rally stages in three environments taken from the PlayStation classic Colin McRae 2.0. for this PC and Mac edition. With a combined distance of over 130km, go flat out through the dirt and the dust of the Australian outback, take on dramatic climbs through the mountains of Greece and get sideways on the tight and twisty roads of Corsica. THE CARS Get behind the wheel of four legendary rally cars, the Subaru Impreza, Mitsubishi Lancer Evolution VI, Lancia Stratos and Colin McRae’s Ford Focus. Pace notes read by professional rally co-driver Nicky Grist help you fully commit through each and every stage. THE CONTROL Feel the thrill of putting pedal to metal across different surface types and blast through beautiful, challenging environments. Race with a range of pads, including Xbox 360 and PS3 controllers. THE CHALLENGE Take on different game modes including quick races, full rallies and Championships, post your best time to the leaderboards and unlock achievements. COLIN MCRAE RALLY – THE CLASSIC RALLY EXPERIENCE RACES ONTO PC AND MAC"
Barro 2020,"Casual, Indie, Racing, Simulation, Sports","Barro 2020 is the sequel for Barro with 9 new challenging race tracks. Game modes: Arcade: Do your best and finish the race as the winner. Time trial: You against yourself, finish the laps as fastest as you can. Multiplayer: Play the multiplayer (split screen) with a friend and have fun. Game: 4 types of cars, choose the one that fits you better. 9 new race tracks Single player or up to 4 players local split screen New and improved time trial mode Up to 8 cars on the grid"
WRC 9 FIA World Rally Championship,"Racing, Simulation, Sports","WRC 9 is the leading off-road simulation franchise endorsed by the world's top drivers. It is the most in-depth rally game on the market: 3 new rallies (Kenya, Japan, New Zealand), over 15 classic cars and 100 special stages to tackle! WRC 9 has new game modes specially designed for the community, including a Clubs system where each player can create their own championship and compete in it online with the rest of the world! Take control of all official drivers and cars in 3 WRC categories with improved physics for even greater realism, redesigned environments and all-new pacenotes for total immersion."
Homebrew - Patent Unknown,"Action, Adventure, Indie, Racing, Simulation, Sports, Early Access","Every vehicle showcased in the screenshots is a testament to our community's ingenuity. Homebrew is crafted with passion by a small, dedicated team and while we've poured our heart and soul into this project it has its quirks. The learning curve is steep, and there may be imperfections, but if you crave a challenge and a platform where creativity knows no bounds, Homebrew awaits. PLEASE NOTE: while active development is currently paused due to limited resources, every purchase supports the preservation of the game. Despite the lack of recent updates, we are dedicated to keeping Homebrew Vehicle Sandbox accessible and functional. CURRENT FEATURES SANDBOX BUILDING Take the reins as the master builder. With no loads of parts and customization features, the sky's the limit. PHYSICS In addition to land vehicle physics the game has aerodynamics and water dynamics with waves in place so that you can test your creations to the extreme. PARTS Whether you're into cars, planes, boats, or more – Homebrew has your back. From engines and wheels to wings and weapons, everything's at your disposal. LOGIC PARTS Take building to the next level and combine usual parts with logic components to build autopilot vehicles, stabilizing systems, transforming vehicles, robotic arms and more. Your imagination is the limit. WORLD Explore the world of Homebrew and test your creations on one of the many islands. The world has a dynamic day and night cycle, a weather system and is large enough to test any type of vehicle including boats, supersonic planes, cars and more. MULTIPLAYER Play online and battle with your friends in the multiplayer. AN AWESOME COMMUNITY Whether you seek guidance, camaraderie, or a chat, our doors are open on Steam and our DISCORD CHANNEL."
RIDE 3,"Racing, Simulation, Sports","Feel the adrenaline and experience the most complete racing ever with RIDE 3! Immerse yourself in a modern 3D environment where you will live side by side with your bike, modifying it mechanically and aesthetically thanks to the new Livery Editor, which will let your dreams run wild. Before starting, don't forget to customise your rider with the right outfit. THE BIKES More than 230 bike models available from the very first day, with more than 70 new models never seen before in a RIDE game. 30 different brands, both historic and contemporary, of which 9 are completely new. 7 different categories to satisfy every taste and riding style. THE TRACKS RIDE 3 will be a journey around the globe thanks to its 30 different tracks created from zero and faithfully reproduced via photogrammetry and drone scanning. Hurtle down breathtaking roads all around the world, including GP tracks, Road and Supermoto tracks, enjoy the panoramas of street and country tracks and compete in street and acceleration races. LIVERY EDITOR Choose your favourite bike and make it unique, just like your style. Create your livery from scratch, choose a background colour and an endless amount of 2D shapes, designs and effects. Work on various levels to create infinite compositions and find the aesthetic which works for you. Riding a bike is great. Riding a bike which you've created yourself is fantastic. Seeing other riders and players from all over the world racing in your livery is simply the best! CAREER The new career will be a Single Player experience which has never been seen before. Forget the old linear progression: the new Volumes-based system will allow you to collect, read and participate in races and competitions through more than 50 magazines. Each one will catapult you into a unique game experience, made up of competitions and anecdotes about the motorcycling world, which will improve your experience in RIDE 3. What are you waiting for? Start your adventure with RIDE 3."
Slapshot,"Free To Play, Indie, Sports","Slapshot is an online multiplayer game where you and 5 other players play a game of hockey. The game is physics-based, so teamwork and crisp passing are essential to win. Play with your friends or team up with other Slapshot players! Free-to-Play Slapshot is free-to-play indefinitely. You can buy the Slappy Pass in order to unlock all of the customization options you've earned to make your character stand out! Controls You control your own player's movements with WASD and a mouse. Use the mouse to swing your stick and control the puck. Trackpads work, but a mouse is absolutely recommended. About the Devs Slapshot is a hobbyist project consisting of three developers: two software engineers and a designer/artist. We've managed everything on our own from engine development, model creation, servers, and publishing. Try out the game and let us know what you think!"
Ice Lakes,"Indie, Simulation, Sports","Ice Lakes is an ultimate ice fishing game with a sandbox approach to wintertime fishing. Rare subject, stunning graphics, realistic physics, fish behavior system, wide selection of fishing gear, single and multiplayer with different game modes in the various locations around the world, changing season, day time and weather conditions that also affect fish behavior makes Ice Lakes the ultimate ice fishing simulator. What makes this a unique fishing game are features like fish fights, VR support, fishing locations and species around the world, which no other ice fishing game has! The game can be played both with or without VR system. Game Features Single player Multiplayer up to 32 players (Online and LAN) Dedicated servers (alpha version) 35 fish species 23 open world maps 18 competition modes 18 tournaments Battle Royale mode Fish fights Extensive statistics about everything Character customization Rod movement. Lure the fish to take a bait by rod movement Changing weather and time of day Change of seasons (fall, winter, spring) Fish behavior engine. A fish AI and swarm system controlling each species Fishing equipment. Learn and master the use of dozens of jigs, rods, augers, baits and lures Online leaderboards VR Support Game Description In this game players can roam freely in the beautiful open world maps and explore river, pond and lake locations in diverse environments. Dare to go deeper into the wild where no fisherman has gone before and find the biggest catches. All maps are playable both in single player and multiplayer modes. Finding the best fishing spots by learning the depth maps and bottom topology of each location is fun, but requires patience and dedication. Nothing wins the expectation of finding the best location or catching the biggest fish from each lake. The real excitement starts when it is time to throw fishing lines into the water and start fishing! The right equipment for right conditions are as essential as is mastering the location. The realistic fish behavior system, fish AI and fish swarms for almost 30 fish species makes this game a lifelike fishing experience. Fishing gear can be chosen from a wide selection of different jigs, rods, augers and baits. A perfect combination of equipment for different species depends on the season, but especially weather and daytime conditions. Controlling a rod and a jig in the water in a right way and at the right depth in Ice Lakes is a skill of its own. Rod and jig physics guarantees that fish react authentically to player's actions. Fishing independently without time limits or competitors makes Ice Lakes a relaxing game to play and tune your fishing skills in the comfort of your home. On the other hand, lengthy tournaments and very customizable single competitions will test the player's skills and knowledge, but will reward them with new equipment and limitless fame. Future development After the release the development of Ice Lakes will continue and is improved based on the wishes of the community. Moreover, the game will get free content updates including more maps, game modes, fish species, equipment and more."
Fire Pro Wrestling World,"Simulation, Sports","The greatest grappling game returns to take on the world! Customize every aspect of the match, from your wrestler to the ring itself, in your fight for the championship belt. PLAY ONLINE Organize exhibition matches, tournaments, leagues, championship bouts and battle royals with players from around the world. MIX UP THE RULES Modes include Deathmatch (steel cage, barbed wire or landmines), no-holds barred Gruesome Fighting, and SWA homebrew rules that mix pro wrestling and MMA. UNLIMITED CUSTOMIZATION Create your dream wrestler from over a thousand devastating moves and even more body parts to battle for custom championship belts. Personalize the ring, mat logos and even the referee! REALISTIC SIMULATION Give your creations personalities with a robust CPU logic system that defines their every action. Does your wrestler play to the crowd, or play dirty? You provide actors for the ringside drama."
PRO EVOLUTION SOCCER 2018,Sports,"PRO EVOLUTION SOCCER 2018 - FC Barcelona Edition Bundle [PREMIUM EDITION] A special edition version dedicated to FC Barcelona and PES fans! Get exclusive content for myClub associated with the club! • 1x FCB Special Agent • 1x FCB Legend Special Agent • 1,000 myClub coins + bonus myClub content: • 4x Start Up Agents • 1x Partner Club Agent • 10,000 GP x 10 weeks ============================================================== PES 2018 new features: • Gameplay Masterclass – Strategic Dribbling, Real Touch+ and new set pieces take the unrivalled gameplay to the next level • Presentation Overhaul – New menus and real player images • PES League Integration – Compete with PES League in new modes including myClub • Online Co-op -A mode dedicated to co-op play is newly added • Random Selection Match – Fan favourite returns with new presentation and features • Master League Upgrade – New pre-season tournaments, improved transfer system, presentations and functionality • Enhanced Visual Reality – New lighting, reworked player models and animations covering everything from facial expressions to body movement to bring the game to life"
Oniria Crimes,"Adventure, Indie, Sports","AWARDS About the Game A Dreamlike Noir Where the Story is the Key 📌 Oniria Crimes is an interactive noir novel with point & click mechanics . Explore crime scenes in a dreamlike world where objects are the only witnesses. Inspect every detail, uncover clues, and decide the fate of each suspect. 🔎 Six cases, six crimes… and a secret that binds them together. What seems like a series of isolated investigations is actually part of a much bigger mystery. 📖 Immerse yourself in a unique noir atmosphere , featuring an engaging narrative, sharp dialogues, and a world full of secrets. ⚠️ This is not an action game nor an open-ended deduction experience, but an interactive story driven by narrative exploration. If you enjoy mystery novels with a strong investigative component, Oniria Crimes will draw you in. Will you dare to uncover the crimes of Oniria?"
Kreedz Climbing,"Indie, Racing, Sports, Free To Play","Kreedz Climbing is a special kind of Platformer + Jump & Run + Race + Puzzle in 3D. It is a challenging movement based game that can be very addictive. Whether casually or in strong competition, there is always something to learn and do! The challenge is to beat the course in the fastest time possible. A checkpoint system allows you to return to a saved position if you fail, but you are truly a great ""Ath1337"" if you can beat the courses without them. The best part is that it is totally free to play! Key Features - Learn the core 7 disciplines in the Tutorial, then find the rest in the various maps! Jump, Surf, Bunnyhop, Bungee, Powerjump, DoubleDuck, Long Jump, Raceway, Bhop Raceway, Deathtraps, Flare Targets. There are single discipline and multiple discipline courses! - 120+ maps to choose from The sky is the limit in Kreedz mapping. Natural, rural, suburban, city, space, surreal. Each map is totally unique and may even have multiple courses! - Single and mixed discipline courses One of the coolest things in Kreedz Climbing is the mix. Some maps may have one course, others have many and the combinations of disciplines and special abilities are limitless. A single course may be one discipline, but may also require mastering many of them to beat. - Tag Arena Multiplayer game mode Similar to Hide and Seek, Seekers chase the Runners! Special pick-ups are available to the Runners to help them keep away from the extremely mobile Seekers who have Powerjump and the special Seeker Vision to their advantage. The chasing can get VERY wild! - Create your own maps Using Valve's own Hammer world editor, you can create maps for the game. Kreedz Climbing has a very large amount of special functions and entities ready for you that are completely unique to the game. There are a million ways to make a map. If you are openly creative, mapping could be your thing because in Kreedz Climbing you can create anything! - Earn Medals to unlock fun items As you beat maps while on a server or alone, you earn medals. These medals allow you to buy special fun items from the Special Item Shop. When your timer is not running, you can goof around in the map all you like, look for short cuts and special jumps and use these items to assist you. - Compete alone or with friends online Kreedz Climbing is flexible. Play it alone, play it alone with friends around, or play it with friends. Co-op maps must be played with 2-4 players using boosting and same time puzzle actions. You can create your own server for your friends to play on with Create Server on the main menu! Please note that port 27015 must be forwarded in order for your server to be visible to others (Visit for more information). - The Art Tool Ever wanted to draw something on the walls in a game? You can do it! Players use it to draw arrows, showing new players where to go next. Others draw whatever comes to mind. With many colors and sizes, it's a lot of fun! - One of the nicest and most helpful game communities Hands down!"
Blackjack Championship,"Free To Play, Indie, Massively Multiplayer, Sports","Play the most authentic BLACKJACK GAME with players all over the world! Key Features Many unique play modes with different bet ranges to choose from. Fully implemented real casino rules and newly added features to give it more fun. From serious to just-for-fun players, you will soon be falling in love with this Blackjack game. Spend massively fun time with our top-of-the line game provided with many special features for you to feel real casino atmosphere! FREE CHIPS EVERY 4 HOURS : All you need to do to get free chips is just come back every day. LUCKY BOX : What will happen when you collect the free chips 4 times? Open the golden box with the red ribbon around! SIT-N-GO MEGA TOURNAMENT : Aim for MEGA PRIZE which is 50 times larger than BUY-IN at the SIT-N-GO MEGA.3 potential prizes will be decided from the start of the game and the final winner gets to choose one among the hidden prizes. PRIVATE TABLE : Enjoy Multi-hand Blackjack at the private table exclusively for you! You can play up to three seats per round. JACKPOT : Place a Jackpot Wager to get a chance of hitting the Jackpot at the CLASSIC table. Take risks to be a Jackpot winner! AVATAR : Variety of portraits collection representing your achievements! Show off your new lucky decorations. EVENTS AND MISSIONS : Various and exciting seasonal events. Stay on top of your game with daily and weekly missions! WEEKLY RANKINGS : Compete with outstanding Blackjack players throughout the world in real time and be the world champion! CONTINUOUS PLAY : Start playing blackjack on your phone or tablet and continue on TV or PC with the same bankroll! This product is intended for use by an adult audience for amusement purposes only. Practice or success at social casino gaming does not imply future success at real money gambling. This product does not offer real money gambling or an opportunity to win real money or prizes."
WRC 10 FIA World Rally Championship,"Racing, Simulation, Sports","To celebrate the 50th anniversary of the championship, WRC 10 is offering a brand-new Anniversary edition, packed with new content and sensations. Relive the most intense moments from 1973 to today! WRC 10 History Mode puts your driving talents to the test through 19 historical events that require you to adapt to racing conditions of each time period. Never-before-seen content for WRC: - The 4 new 2021 rallies: Estonia, Croatia, Belgium and Spain - 6 historic rallies including Acropolis, San Remo, Germany and Argentina - 120 special stages - 52 official teams from the 2021 season (WRC, WRC2, WRC3, Junior WRC), - 20 legendary cars from Alpine, Audi, Lancia, Subaru, Ford, Mitsubishi, Toyota, and more... Career Mode, unanimously hailed as one of the best-developed and most complete in a racing game, has also been comprehensively upgraded and now includes a livery editor, so you can create your own team and add your colours to contemporary cars! With a hyper-realistic and ultra-precise physics engine, WRC 10 has made the feeling of driving even better, with better aerodynamic force, turbo and braking management, on all surfaces. The sound design has also been revamped to reinforce the immersion. A particularly competitive eSport, with daily and weekly challenges, and clubs so you can create your own competitions, drivers can measure themselves against the community at their own levels."
DYNAMIC,"Action, Sports",DYNAMIC at its core is a third person action platformer. Test your hand-ball skills against impossible odds & intricate obstacles where every dimension counts. You can play 300+ levels in single player & 12 different multiplayer game modes via P2P.
Soccer Manager 2017,"Free To Play, Indie, Sports, Strategy","Soccer Manager 2017 - Play for Free, Compete for Real. The most diverse FREE 2 PLAY football management simulator in the world. Take on a top flight club and test your management skills against the best or help a struggling, lower division team fight for glory. Soccer Manager 2017 Features Reactive 2D Live Match Environment Monitor your team's performance during live games. React with different tactics and strategies and watch your team adapt to your decisions in real time. Play Anywhere, Everywhere Our cloud-based technology allows you to save your game on any device and continue to play on another. No need to set up a different account for different devices, take your team with you anywhere and play anytime. Soccer Manager 2017 contains the following new improvements and features: Updated leagues and teams for 2016/17 season. Updated domestic and continental competitions. New user interface. New facilities upgrade. Player Spotlight. Player, manager and team awards. So dust off your tracksuit and get ready to start your new managerial career on Soccer Manager 2017."
Paintball War,"Action, Massively Multiplayer, Simulation, Sports","Paintball War is an addictive first-person shooter in which one of two opposing teams wins! The game is based on a technical sport called Paintball. Starting the game in one of the modes, you must destroy the opposing team, winning them on points while being in equal conditions! The intense battle in Paintball War takes place both in small specialized areas and in huge areas in forests, settlements or even sewers! In the game you will find various paintball markers, as well as many maps, which will provide you with a large selection of locations to play!"
Depth Hunter 2: Deep Dive,"Action, Adventure, Casual, Indie, Simulation, Sports","Depth Hunter 2 offers 25 exciting missions in 3 huge locations around the world. Players will hunt different fish species and face the difficulties of breath-holding spearfishing, an ancient fishing method. Players will also have to find treasures and get the possibility to take underwater photos to capture the beauty of the simulated, detailed and lively underwater worlds they’re exploring also in a exploration mode. Spearfishing and Underwater Hunting are ancient fishing and hunting methods, used to catch fish by using a mechanical harpoon. Today, spearfishing is a sports activity in many countries around the world, especially in the UK, around the Mediterranean Sea and in South America. Spearfishers hunt while diving apnea, holding their breath, so have to coordinate their energy carefully while monitoring their prey, especially in tactically challenging hunting situations."
